ITEMNUMBER,count
A0009482,2
A0009494,1
A0009497,1
A0009498,1
A0009501,1
A0009502,958
A0009503,884
A0009504,665
A0009507,247
A0009510,1
A0009511,1
A0009512,1
A0009513,430
A0009514,68
A0009515,153
A0009516,1286
A0009517,338
A0009518,292
A0009519,1016
A0009520,23
A0009521,30
A0009522,1870
A0009523,4341
A0009524,3909
A0009525,1719
A0009526,1463
A0009527,1687
A0009528,2047
A0009529,17
A0009530,4
A0009531,46
A0009532,11
A0009533,1
A0009534,41
A0009535,15
A0009537,45
A0009538,12
A0009540,23
A0009541,1
A0009543,3
A0009544,1
A0009546,3
A0009547,195
A0009548,4
A0009549,4
A0009550,12
A0009551,17
A0009552,17
A0009553,3
A0009554,95
A0009555,25
A0009556,22
A0009557,3
A0009558,54
A0009559,22
A0009560,42
A0009561,158
A0009562,74
A0009563,602
A0009564,153
A0009565,57
A0009566,674
A0009567,190
A0009568,49
A0009569,638
A0009570,113
A0009571,18
A0009572,525
A0009573,16
A0009574,3
A0009575,14
A0009576,17
A0009577,3
A0009578,12
A0009579,2804
A0009580,30
A0009581,94
A0009582,151
A0009583,189
A0009584,264
A0009585,117
A0009586,1016
A0009587,61
A0009588,160
A0009589,81
A0009590,586
A0009591,248
A0009592,508
A0009593,4
A0009595,22
A0009596,5
A0009598,29
A0009599,3
A0009601,19
A0009602,3
A0009604,25
A0009611,104
A0009613,6
A0009614,8
A0009615,6
A0009616,11
A0009617,8
A0009620,9
A0009622,47
A0009623,11
A0009624,11
A0009626,7
A0009627,2
A0009628,1
A0009629,1
A0009635,936
A0009636,1293
A0009637,964
A0009638,1
A0009641,8
A0009643,31
A0009644,59
A0009645,25
A0009646,58
A0009647,79
A0009648,18
A0009649,145
A0009650,54
A0009651,57
A0009652,109
A0009653,40
A0009654,50
A0009655,21
A0009659,15
A0009660,12
A0009661,6
A0009662,4
A0009663,4
A0009664,1
A0009667,38
A0009668,1
A0009669,13
A0009670,4
A0009671,12
A0009672,27
A0009673,22
A0009674,18
A0009675,21
A0009676,4
A0009678,9
A0009684,61
A0009685,12
A0009686,47
A0009687,3
A0009689,1
A0009690,189
A0009691,40
A0009692,263
A0009693,46
A0009694,181
A0009695,29
A0009696,204
A0009697,11
A0009702,855
A0009704,54
A0009705,85
A0009706,94
A0009707,148
A0009708,52
A0009709,204
A0009710,41
A0009711,147
A0009712,57
A0009713,247
A0009714,39
A0009715,13
A0009716,53
A0009717,9
A0009718,42
A0009719,10
A0009720,25
A0009721,2
A0009726,170
A0009728,10
A0009729,6
A0009730,8
A0009731,9
A0009732,4
A0009733,52
A0009734,19
A0009735,38
A0009736,14
A0009737,49
A0009738,345
A0009739,636
A0009740,565
A0009741,492
A0009742,292
A0009743,421
A0009744,311
A0009745,295
A0009746,1
A0009747,1
A0009748,331
A0009749,1
A0009750,26
A0009752,378
A0009753,60
A0009754,227
A0009755,245
A0009756,96
A0009757,399
A0009758,428
A0009759,944
A0009760,736
A0009761,11
A0009762,44
A0009763,78
A0009764,61
A0009765,104
A0009766,10
A0009770,2
A0009771,2
A0009773,1
A0009774,4
A0009775,1
A0009776,10802
A0009777,3
A0009778,51
A0009779,2
A0009786,21
A0009788,8
A0009789,7
A0009790,401
A0009791,165
A0009792,101
A0009793,116
A0009794,54
A0009795,20
A0009796,147
A0009797,174
A0009798,31
A0009800,4
A0009801,1
A0009804,87
A0009805,94
A0009807,922
A0009809,2
A0009811,3
A0009812,942
A0009813,1652
A0009815,727
A0009816,936
A0009817,730
A0009819,5
A0009821,2
A0009822,116
A0009823,18
A0009824,56
A0009825,673
A0009826,534
A0009827,299
A0009828,102
A0009829,111
A0009830,359
A0009831,87
A0009832,11
A0009833,65
A0009834,151
A0009835,93
A0009836,362
A0009837,150
A0009838,37
A0009839,125
A0009840,116
A0009841,33
A0009842,95
A0009843,77
A0009844,49
A0009845,231
A0009846,137
A0009847,826
A0009848,456
A0009849,437
A0009850,1
A0009851,1
A0009855,709
A0009856,496
A0009857,443
A0009858,108
A0009859,1
A0009860,1
A0009861,2
A0009865,1
A0009866,1
A0009867,20
A0009868,121
A0009869,24
A0009870,37
A0009871,44
A0009872,2
A0009873,1
A0009874,45
A0009876,208
A0009877,251
A0009878,102
A0009879,239
A0009880,234
A0009881,281
A0009882,100
A0009883,216
A0009884,88
A0009885,122
A0009886,81
A0009887,28
A0009888,113
A0009889,33
A0009890,100
A0009891,1
A0009892,2
A0009894,26
A0009895,4
A0009896,1
A0009897,1
A0009898,1
A0009899,9
A0009900,5
A0009901,2155
A0009902,617
A0009903,22
A0009904,20
A0009907,3
A0009908,4
A0009909,6
A0009910,1
A0009911,3
A0009912,9
A0009913,3948
A0009914,2
A0009915,144
A0009916,782
A0009917,4
A0009918,52
A0009919,104
A0009920,18
A0009921,75
A0009922,177
A0009923,75
A0009924,270
A0009925,1
A0009926,1
A0009927,1
A0009928,30
A0009929,5307
A0009930,1
A0009931,1
A0009935,1
A0009938,139
A0009939,485
A0009940,5
A0009942,17
A0009943,3
A0009944,2
A0009945,1
A0009948,89
A0009950,26
A0009953,50
A0009954,1
A0009956,7
A0009957,1
A0009958,1
A0009959,7
A0009960,6
A0009961,9
A0009963,6
A0009964,13
A0009966,126
A0009980,6
A0009981,4
A0009988,4
A0009989,167
A0009992,29
A0009993,177
A0009994,116
A0009995,154
A0009996,316
A0009997,69
A0009998,29
A0009999,79
A0010000,34
A0010001,1
A0010003,3
A0010005,9
A0010006,29
A0010007,1
A0010010,3
A0010014,1
A0010017,828
A0010018,616
A0010019,241
A0010020,159
A0010021,276
A0010022,418
A0010023,321
A0010024,136
A0010025,83
A0010026,129
A0010027,544
A0010028,382
A0010029,149
A0010030,144
A0010031,272
A0010032,124
A0010033,101
A0010034,30
A0010035,281
A0010036,205
A0010037,91
A0010038,78
A0010039,125
A0010040,63
A0010041,38
A0010042,10
A0010043,94
A0010044,32
A0010045,34
A0010046,18
A0010047,18
A0010048,44
A0010049,24
A0010050,13
A0010051,9
A0010052,10
A0010053,88
A0010054,46
A0010055,36
A0010056,15
A0010057,20
A0010058,12
A0010059,8
A0010060,1
A0010061,1
A0010063,64
A0010064,27
A0010065,15
A0010066,10
A0010067,16
A0010068,34
A0010069,18
A0010070,5
A0010071,9
A0010072,7
A0010073,18
A0010074,8
A0010075,4
A0010076,1
A0010077,2
A0010078,1
A0010079,10
A0010080,5
A0010081,1
A0010082,1
A0010083,2
A0010084,1
A0010085,10
A0010086,6
A0010087,1
A0010088,3
A0010089,2
A0010091,94
A0010092,19
A0010093,14
A0010094,31
A0010095,34
A0010096,176
A0010097,124
A0010098,69
A0010099,70
A0010100,84
A0010101,112
A0010102,80
A0010103,37
A0010104,17
A0010105,52
A0010106,17
A0010107,8
A0010108,5
A0010109,37
A0010110,38
A0010111,9
A0010112,39
A0010113,25
A0010114,9
A0010115,247
A0010116,214
A0010117,131
A0010118,135
A0010119,268
A0010120,110
A0010121,98
A0010122,30
A0010123,234
A0010124,161
A0010125,59
A0010126,34
A0010127,29
A0010128,91
A0010129,79
A0010130,30
A0010131,59
A0010132,18
A0010133,11
A0010134,10
A0010135,20
A0010136,66
A0010137,47
A0010138,18
A0010139,12
A0010140,11
A0010141,84
A0010142,58
A0010143,18
A0010144,16
A0010145,11
A0010146,98
A0010147,48
A0010148,9
A0010149,9
A0010150,6
A0010151,78
A0010152,54
A0010153,18
A0010154,7
A0010155,8
A0010156,483
A0010157,234
A0010158,158
A0010159,54
A0010160,51
A0010161,851
A0010162,410
A0010163,171
A0010164,134
A0010165,153
A0010166,1
A0010167,645
A0010168,660
A0010169,699
A0010170,1199
A0010171,3045
A0010172,2180
A0010173,1100
A0010174,1924
A0010175,231
A0010176,536
A0010177,127
A0010178,260
A0010179,226
A0010180,140
A0010181,270
A0010182,102
A0010183,125
A0010184,312
A0010185,450
A0010186,504
A0010187,155
A0010188,38
A0010189,46
A0010190,49
A0010191,17
A0010192,163
A0010193,524
A0010194,429
A0010195,486
A0010196,109
A0010197,34
A0010198,61
A0010199,134
A0010200,144
A0010201,38
A0010202,40
A0010203,53
A0010204,87
A0010205,38
A0010206,1144
A0010207,1311
A0010208,714
A0010209,226
A0010210,176
A0010211,99
A0010212,175
A0010213,223
A0010214,154
A0010215,297
A0010216,250
A0010217,208
A0010218,1
A0010219,2
A0010220,2
A0010221,4
A0010222,12
A0010224,19
A0010225,14
A0010226,21
A0010227,29
A0010228,58
A0010229,56
A0010230,48
A0010231,158
A0010232,45
A0010233,94
A0010234,32
A0010235,85
A0010236,36
A0010237,34
A0010238,15
A0010239,21
A0010240,21
A0010241,22
A0010242,27
A0010243,10
A0010244,7
A0010245,26
A0010246,22
A0010247,15
A0010248,14
A0010249,11
A0010250,12
A0010251,8
A0010252,19
A0010253,10
A0010254,28
A0010255,27
A0010256,20
A0010257,38
A0010258,18
A0010259,17
A0010260,7
A0010261,14
A0010262,46
A0010263,23
A0010264,4
A0010265,13
A0010266,9
A0010267,8
A0010268,41
A0010269,53
A0010270,57
A0010271,17
A0010272,29
A0010273,35
A0010274,70
A0010275,20
A0010276,40
A0010277,48
A0010278,37
A0010279,39
A0010280,58
A0010281,20
A0010282,85
A0010283,1438
A0010284,536
A0010285,689
A0010286,3
A0010287,49
A0010288,40
A0010289,220
A0010290,103
A0010291,169
A0010292,62
A0010293,80
A0010294,4739
A0010295,5177
A0010296,1542
A0010297,706
A0010298,573
A0010299,435
A0010300,724
A0010301,767
A0010302,844
A0010303,192
A0010304,32
A0010305,25
A0010306,51
A0010307,59
A0010308,1
A0010309,1817
A0010310,843
A0010311,1568
A0010312,267
A0010313,13
A0010314,1076
A0010315,403
A0010720,67
A0010721,253
A0010722,233
A0010723,103
A0010724,393
A0010815,24
A0011656,1
A0011657,629
A0011658,706
A0011659,299
A0011660,363
A0011661,421
A0011662,549
A0011678,1
A0011689,1
A0011749,1
A0011803,2
A0011818,1
A0011820,1
A0011908,1
A0011927,1
A0011935,2
A0011937,1
A0011963,20
A0011964,16
A0011965,11
A0011966,2
A0011967,4
A0011975,1
A0011980,1
A0011981,4
A0011982,8
A0011984,3
A0011985,10
A0011986,9
A0011987,1
A0011988,1
A0011989,9
A0011990,2
A0011991,2
A0011992,6
A0011993,5
A0011994,2
A0011995,1
A0011996,4
A0011997,2
A0011998,2
A0011999,5
A0012000,2
A0012002,2
A0012003,2
A0012007,10
A0012013,2
A0012015,2
A0012027,1
A0012028,1
A0012030,2
A0012031,3
A0012041,1
A0012042,1
A0012043,1
A0012044,1
A0012062,1
A0012073,1
A0012076,2
A0012077,1
A0012084,80
A0012085,378
A0012086,60
A0012087,209
A0012088,112
A0012089,261
A0012090,53
A0012091,369
A0012092,460
A0012093,770
A0012094,205
A0012095,431
A0012096,406
A0012097,423
A0012098,716
A0012099,1243
A0012100,1129
A0012101,809
A0012102,145
A0012103,204
A0012104,144
A0012105,788
A0012106,69
A0012107,102
A0012108,567
A0012109,100
A0012110,446
A0012111,204
A0012112,86
A0012113,77
A0012114,626
A0012115,295
A0012116,50
A0012117,187
A0012118,130
A0012119,49
A0012120,20
A0012121,291
A0012122,11
A0012123,80
A0012124,65
A0012125,22
A0012126,301
A0012127,68
A0012128,3
A0012129,31
A0012130,54
A0012131,17
A0012132,45
A0012133,11
A0012134,256
A0012135,84
A0012136,248
A0012137,93
A0012138,50
A0012139,21
A0012140,146
A0012141,11
A0012142,176
A0012143,51
A0012144,18
A0012145,17
A0012146,473
A0012147,104
A0012148,38
A0012149,6
A0012150,23
A0012151,33
A0012152,5
A0012153,2
A0012154,422
A0012155,84
A0012156,316
A0012157,141
A0012158,67
A0012159,64
A0012160,65
A0012161,15
A0012162,67
A0012163,21
A0012164,11
A0012165,8
A0012166,229
A0012167,37
A0012168,36
A0012169,5
A0012170,19
A0012171,32
A0012172,7
A0012174,209
A0012175,32
A0012176,114
A0012177,78
A0012178,36
A0012179,14
A0012180,32
A0012181,3
A0012182,26
A0012183,12
A0012184,2
A0012185,1
A0012186,46
A0012187,20
A0012188,1
A0012189,7
A0012190,2
A0012192,1
A0012193,27
A0012194,29
A0012195,3
A0012196,21
A0012197,15
A0012199,2
A0012200,40
A0012201,13
A0012202,2
A0012203,3
A0012204,5
A0012205,1
A0012207,3
A0012208,17
A0012209,1
A0012210,7
A0012211,8
A0012212,4
A0012214,23
A0012215,12
A0012216,4
A0012217,7
A0012218,6
A0012219,1
A0012221,17
A0012222,8
A0012223,6
A0012224,12
A0012225,5
A0012226,2
A0012227,1
A0012228,25
A0012229,3
A0012230,11
A0012231,18
A0012232,2
A0012233,1
A0012234,7
A0012235,1
A0012236,4
A0012237,2
A0012238,1
A0012240,19
A0012241,3
A0012242,17
A0012243,12
A0012244,6
A0012245,3
A0012246,2
A0012248,1
A0012249,2
A0012250,1
A0012252,13
A0012254,3
A0012255,10
A0012258,7
A0012259,1
A0012261,3
A0012264,143
A0012265,11
A0012266,75
A0012267,102
A0012268,12
A0012269,3
A0012270,94
A0012271,8
A0012272,64
A0012273,56
A0012274,5
A0012275,3
A0012276,182
A0012277,9
A0012278,84
A0012279,94
A0012280,10
A0012281,4
A0012282,57
A0012283,3
A0012284,28
A0012285,30
A0012286,5
A0012288,112
A0012289,2
A0012290,55
A0012291,51
A0012292,1
A0012293,6
A0012294,82
A0012295,2
A0012296,34
A0012297,42
A0012298,3
A0012299,3
A0012300,25
A0012301,1
A0012302,19
A0012303,18
A0012304,5
A0012306,36
A0012307,36
A0012308,175
A0012309,76
A0012310,29
A0012311,279
A0012312,49
A0012313,8
A0012314,41
A0012315,23
A0012316,17
A0012317,6
A0012318,115
A0012319,17
A0012320,115
A0012321,70
A0012322,29
A0012323,410
A0012324,45
A0012325,10
A0012326,33
A0012327,13
A0012328,9
A0012329,4
A0012330,87
A0012331,27
A0012332,110
A0012333,72
A0012334,23
A0012335,403
A0012336,5
A0012337,51
A0012338,39
A0012339,7
A0012340,276
A0012342,8
A0012343,81
A0012344,33
A0012345,111
A0012346,17
A0012347,61
A0012348,32
A0012349,11
A0012350,4
A0012351,7
A0012352,12
A0012353,2
A0012355,6
A0012356,29
A0012357,54
A0012358,20
A0012359,40
A0012360,11
A0012361,8
A0012362,17
A0012363,13
A0012365,14
A0012366,27
A0012367,48
A0012368,2
A0012369,24
A0012370,2
A0012371,3
A0012372,13
A0012373,4
A0012375,4
A0012376,30
A0012377,28
A0012378,12
A0012379,7
A0012380,15
A0012381,9
A0012382,7
A0012383,87
A0012384,10
A0012385,72
A0012386,70
A0012387,13
A0012388,12
A0012389,62
A0012390,468
A0012391,309
A0012392,93
A0012393,292
A0012394,50
A0012395,145
A0012396,120
A0012397,48
A0012398,19
A0012399,86
A0012400,443
A0012401,334
A0012402,82
A0012403,139
A0012404,17
A0012405,84
A0012406,72
A0012407,20
A0012408,16
A0012409,76
A0012410,385
A0012411,289
A0012412,63
A0012413,76
A0012414,266
A0012415,201
A0012416,48
A0012417,144
A0012418,11
A0012419,174
A0012420,46
A0012421,22
A0012422,18
A0012423,479
A0012424,104
A0012425,34
A0012426,6
A0012427,17
A0012428,25
A0012429,6
A0012430,2
A0012431,429
A0012432,80
A0012433,312
A0012434,138
A0012435,63
A0012436,60
A0012437,2
A0012438,5
A0012439,9
A0012440,11
A0012441,8
A0012442,13
A0012443,8
A0012444,16
A0012445,129
A0012446,1
A0012447,6
A0012448,6
A0012449,94
A0012450,45
A0012451,4
A0012452,19
A0012453,3
A0012454,6
A0012455,40
A0012456,3
A0012457,20
A0012458,2
A0012459,4
A0012460,40
A0012461,6
A0012462,18
A0012464,4
A0012465,31
A0012467,11
A0012468,3
A0012469,2
A0012470,48
A0012471,3
A0012472,12
A0012473,1
A0012474,4
A0012475,12
A0012476,20
A0012477,744
A0012478,50
A0012479,374
A0012480,432
A0012481,48
A0012482,23
A0012483,194
A0012484,381
A0012485,1691
A0012486,1310
A0012487,386
A0012488,1708
A0012489,763
A0012490,96
A0012491,623
A0012492,406
A0012493,100
A0012494,50
A0012495,347
A0012496,8
A0012498,3
A0012500,12
A0012501,2
A0012505,68
A0012506,143
A0012507,153
A0012508,120
A0012509,96
A0012510,299
A0012514,5
A0012515,3
A0012516,2
A0012517,1
A0012519,1
A0012523,2
A0012524,1
A0012525,1
A0012527,2
A0012528,4
A0012529,15
A0012530,6
A0012531,3
A0012532,1
A0012533,5
A0012534,142
A0012535,101
A0012536,5078
A0012537,5462
A0012538,1506
A0012539,614
A0012540,538
A0012541,261
A0012542,611
A0012543,808
A0012544,540
A0012545,539
A0012546,245
A0012547,116
A0012548,294
A0012549,281
A0012550,809
A0012551,878
A0012552,332
A0012553,140
A0012554,109
A0012555,97
A0012556,130
A0012557,719
A0012558,917
A0012559,332
A0012560,135
A0012561,99
A0012562,89
A0012563,118
A0012564,1485
A0012565,1738
A0012566,576
A0012567,242
A0012568,177
A0012569,163
A0012570,246
A0012571,2
A0012572,4
A0012573,3
A0012575,2
A0012577,3
A0012578,3
A0012579,3
A0012580,2
A0012581,2
A0012582,2
A0012583,2
A0012584,2
A0012585,1
A0012586,1
A0012588,4
A0012589,31
A0012590,19
A0012591,61
A0012592,75
A0012593,15
A0012594,2
A0012595,1805
A0012598,113
A0012599,10
A0012600,113
A0012601,11
A0012602,219
A0012603,26
A0012604,260
A0012605,30
A0012606,23
A0012609,75
A0012610,30
A0012611,78
A0012612,53
A0012613,63
A0012614,29
A0012615,7
A0012616,7
A0012617,68
A0012618,25
A0012619,10
A0012620,12
A0012621,65
A0012622,42
A0012623,11
A0012624,4
A0012625,54
A0012626,26
A0012627,80
A0012628,57
A0012629,92
A0012630,65
A0012631,61
A0012632,44
A0012633,268
A0012634,501
A0012635,171
A0012636,155
A0012637,67
A0012638,126
A0012639,2115
A0012640,145
A0012641,137
A0012642,1090
A0012645,370
A0012646,141
A0012647,134
A0012648,927
A0012651,527
A0012653,282
A0012654,43
A0012655,657
A0012656,228
A0012657,432
A0012658,997
A0012661,217
A0012663,133
A0012666,68
A0012667,85
A0012668,85
A0012669,78
A0012670,403
A0012671,15
A0012672,7
A0012673,43
A0012674,15
A0012675,3
A0012676,1
A0012677,257
A0012678,53
A0012679,154
A0012680,33
A0012681,207
A0012682,45
A0012683,44
A0012684,9
A0012685,131
A0012686,26
A0012687,25
A0012688,4
A0012689,25
A0012690,5
A0012691,12
A0012692,1
A0012693,39
A0012694,3
A0012695,6
A0012696,1
A0012697,31
A0012698,2
A0012699,22
A0012700,3
A0012701,4
A0012702,3
A0012703,5
A0012705,5
A0012706,3
A0012707,1
A0012709,3
A0012711,2
A0012712,1
A0012713,36
A0012714,6
A0012715,64
A0012716,10
A0012717,48
A0012718,8
A0012719,2
A0012720,1
A0012721,8
A0012722,2
A0012723,12
A0012724,3
A0012725,184
A0012726,45
A0012727,46
A0012728,8
A0012729,65
A0012730,3
A0012731,33
A0012732,12
A0012734,23
A0012735,4
A0012736,26
A0012737,4
A0012738,17
A0012739,3
A0012740,14
A0012741,1
A0012742,127
A0012743,16
A0012744,237
A0012745,49
A0012747,42
A0012748,65
A0012749,66
A0012750,43
A0012751,75
A0012752,26
A0012753,56
A0012754,31
A0012755,37
A0012756,21
A0012757,52
A0012758,13
A0012759,11
A0012760,1
A0012763,8
A0012764,12
A0012765,1
A0012767,1
A0012768,1
A0012769,1
A0012770,1
A0012772,264
A0012773,192
A0012774,276
A0012775,724
A0012776,326
A0012777,249
A0012778,96
A0012779,87
A0012780,62
A0012781,97
A0012782,294
A0012783,82
A0012784,120
A0012785,37
A0012787,25
A0012788,204
A0012789,304
A0012790,212
A0012791,313
A0012792,165
A0012793,200
A0012794,85
A0012795,71
A0012796,9
A0012797,52
A0012798,39
A0012799,20
A0012800,38
A0012801,23
A0012802,16
A0012803,6
A0012804,47
A0012805,43
A0012806,18
A0012807,17
A0012808,44
A0012809,20
A0012810,49
A0012811,65
A0012812,20
A0012813,33
A0012814,59
A0012815,98
A0012816,15
A0012817,23
A0012818,20
A0012819,25
A0012820,18
A0012821,21
A0012822,17
A0012823,15
A0012824,7
A0012825,11
A0012826,5
A0012827,15
A0012836,20
A0012839,17
A0012842,50
A0012845,107
A0012848,48
A0012851,16
A0012854,21
A0012857,41
A0012860,120
A0012863,38
A0012864,10
A0012865,45
A0012866,75
A0012868,12
A0012869,164
A0012870,16
A0012872,11
A0012873,2
A0012874,1
A0012875,40
A0012876,45
A0012877,83
A0012878,38
A0012879,152
A0012880,157
A0012881,237
A0012882,119
A0012889,391
A0012890,342
A0012891,272
A0012892,168
A0012893,437
A0012894,24
A0012895,20
A0012896,61
A0012897,18
A0012898,19
A0012899,9
A0012900,27
A0012901,45
A0012902,30
A0012903,22
A0012904,14
A0012905,65
A0012906,14
A0012907,16
A0012908,531
A0012909,339
A0012910,98
A0012911,55
A0012912,101
A0012913,334
A0012914,4
A0012915,93
A0012916,64
A0012917,3
A0012918,40
A0012919,153
A0012920,148
A0012921,8
A0012922,210
A0012923,375
A0012924,314
A0012925,93
A0012926,1
A0012929,166
A0012936,106
A0012937,110
A0012938,119
A0012939,213
A0012940,301
A0012941,55
A0012942,113
A0012943,116
A0012944,109
A0012945,96
A0012946,198
A0012947,136
A0012948,88
A0012949,46
A0012950,79
A0012951,49
A0012952,31
A0012953,74
A0012954,84
A0012955,128
A0012956,162
A0012957,17
A0012958,41
A0012959,365
A0012960,338
A0012961,62
A0012962,59
A0012963,188
A0012964,176
A0012965,118
A0012966,76
A0012967,34
A0012968,22
A0012969,14
A0012970,292
A0012971,375
A0012972,47
A0012973,17
A0012974,65
A0012975,328
A0012976,202
A0012977,140
A0012978,59
A0012979,766
A0012980,38
A0012981,35
A0012982,14
A0012983,11
A0012984,20
A0012985,57
A0012986,57
A0012987,89
A0012988,62
A0012989,95
A0012990,160
A0012991,148
A0012992,222
A0012993,279
A0012994,160
A0012995,112
A0012996,104
A0012997,163
A0012998,144
A0012999,143
A0013000,31
A0013001,75
A0013002,59
A0013004,40
A0013006,47
A0013007,34
A0013008,56
A0013009,63
A0013011,60
A0013013,32
A0013014,164
A0013015,62
A0013016,70
A0013017,52
A0013018,26
A0013019,135
A0013020,48
A0013021,110
A0013022,47
A0013023,37
A0013024,267
A0013025,573
A0013026,715
A0013027,171
A0013028,143
A0013029,260
A0013030,318
A0013031,64
A0013032,46
A0013033,199
A0013034,182
A0013035,105
A0013036,88
A0013037,116
A0013038,26
A0013039,41
A0013043,184
A0013044,29
A0013045,270
A0013046,41
A0013047,102
A0013048,113
A0013049,74
A0013050,69
A0013051,87
A0013052,406
A0013053,456
A0013054,201
A0013055,207
A0013056,58
A0013057,10
A0013059,14
A0013062,177
A0013063,355
A0013068,1
A0013072,1
A0013077,1
A0013078,1
A0013079,1
A0013080,2
A0013081,1
A0013084,392
A0013085,290
A0013086,141
A0013087,36
A0013088,54
A0013089,75
A0013090,93
A0013092,202
A0013093,104
A0013098,185
A0013118,92
A0013119,110
A0013120,126
A0013121,54
A0013122,81
A0013123,1698
A0013124,2262
A0013125,176
A0013126,149
A0013127,65
A0013128,225
A0013129,281
A0013130,62
A0013131,76
A0013132,57
A0013133,48
A0013134,56
A0013135,2
A0013138,1
A0013140,2
A0013141,10
A0013142,5
A0013144,21
A0013145,18
A0013146,12
A0013147,6
A0013148,2
A0013149,1
A0013150,3
A0013151,18
A0013152,19
A0013153,20
A0013154,16
A0013155,19
A0013156,16
A0013157,96
A0013158,49
A0013161,1
A0013162,1
A0013163,1
A0013164,1
A0013166,2
A0013168,9
A0013169,10
A0013170,7
A0013171,3
A0013173,3
A0013174,3
A0013175,11
A0013176,9
A0013177,12
A0013178,79
A0013179,22
A0013180,10
A0013181,14
A0013182,3
A0013183,4
A0013184,3
A0013185,26
A0013186,43
A0013187,39
A0013188,21
A0013189,31
A0013190,25
A0013191,127
A0013192,76
A0013193,3
A0013195,1
A0013196,1
A0013197,1
A0013199,6
A0013200,2
A0013201,2
A0013202,24
A0013203,23
A0013204,34
A0013205,17
A0013207,3
A0013208,3
A0013209,113
A0013210,186
A0013211,151
A0013212,88
A0013213,42
A0013214,76
A0013215,74
A0013216,26
A0013217,31
A0013218,18
A0013219,30
A0013220,23
A0013221,4
A0013222,15
A0013223,20
A0013224,8
A0013225,1
A0013226,1
A0013227,30
A0013228,25
A0013229,8
A0013230,5
A0013231,23
A0013232,6
A0013233,6
A0013234,1
A0013235,28
A0013236,9
A0013237,10
A0013238,7
A0013239,8
A0013240,8
A0013241,6
A0013243,24
A0013245,63
A0013247,80
A0013249,72
A0013251,63
A0013252,69
A0013253,34
A0013254,143
A0013255,62
A0013256,41
A0013257,182
A0013258,143
A0013259,128
A0013260,115
A0013261,102
A0013262,1
A0013263,2
A0013265,1
A0013268,8
A0013269,4
A0013270,12
A0013271,6
A0013272,1
A0013273,1
A0013275,44
A0013276,5
A0013277,7
A0013280,6
A0013281,33
A0013282,25
A0013283,34
A0013284,67
A0013285,39
A0013286,31
A0013287,21
A0013288,31
A0013289,66
A0013290,43
A0013291,3
A0013292,6
A0013293,5
A0013294,3
A0013295,20
A0013296,63
A0013297,32
A0013298,109
A0013345,54
A0013346,126
A0013347,234
A0013348,83
A0013349,119
A0013350,178
A0013351,208
A0013352,133
A0013353,202
A0013354,113
A0013355,67
A0013356,264
A0013357,218
A0013358,267
A0013359,565
A0013360,264
A0013361,185
A0013362,69
A0013364,26
A0013365,49
A0013366,34
A0013367,48
A0013368,81
A0013372,109
A0013373,49
A0013374,49
A0013375,59
A0013376,43
A0013377,31
A0013378,199
A0013379,121
A0013380,68
A0013381,93
A0013382,86
A0013383,216
A0013398,26
A0013399,294
A0013400,166
A0013401,20
A0013403,3
A0013404,19
A0013407,122
A0013408,169
A0013419,14
A0013420,11
A0013421,10
A0013422,10
A0013423,4
A0013425,1
A0013426,3
A0013436,5
A0013437,1
A0013438,2
A0013439,74
A0013440,91
A0013441,95
A0013442,20
A0013443,73
A0013444,198
A0013445,222
A0013446,339
A0013447,446
A0013448,170
A0013450,90
A0013451,139
A0013452,55
A0013453,434
A0013454,603
A0013455,128
A0013456,104
A0013457,124
A0013458,63
A0013459,91
A0013460,78
A0013461,202
A0013496,89
A0013497,72
A0013498,70
A0013499,85
A0013503,60
A0013504,58
A0013505,122
A0013506,107
A0013507,49
A0013508,103
A0013509,215
A0013510,138
A0013511,192
A0013512,80
A0013513,227
A0013514,142
A0013518,35
A0013519,37
A0013520,33
A0013521,33
A0013522,40
A0013526,1
A0013546,7
A0013549,7
A0013552,3
A0013555,2
A0013559,2
A0013561,2
A0013569,1
A0013571,7
A0013572,2
A0013574,1
A0013576,1
A0013578,2
A0013579,3
A0013581,1
A0013584,1
A0013597,6
A0013598,5
A0013599,4
A0013601,6
A0013602,3
A0013604,2
A0013607,1
A0013609,1
A0013611,1
A0013612,340
A0013613,1100
A0013614,37
A0013615,60
A0013616,55
A0013617,21
A0013618,37
A0013619,62
A0013620,54
A0013621,27
A0013652,1485
A0013653,80
A0013654,23
A0013656,57
A0013658,2
A0013659,13
A0013660,7
A0013661,22
A0013662,2
A0013663,1
A0013664,18
A0013665,13
A0013666,4
A0013667,3
A0013668,4
A0013669,47
A0013670,5
A0013671,49
A0013672,10
A0013673,48
A0013674,21
A0013675,24
A0013676,12
A0013677,26
A0013681,134
A0013682,97
A0013683,13
A0013684,27
A0013685,52
A0013686,6
A0013687,2
A0013689,2
A0013690,4
A0013691,1
A0013692,94
A0013693,7
A0013694,53
A0013697,30
A0013698,6
A0013699,5
A0013700,24
A0013701,10
A0013702,14
A0013703,15
A0013704,21
A0013705,5
A0013707,4
A0013708,5
A0013709,2
A0013710,2
A0013713,1
A0013714,3
A0013715,2
A0013716,4
A0013717,16
A0013718,29
A0013723,38
A0013724,1
A0013725,165
A0013726,65
A0013727,17
A0013728,7
A0013729,14
A0013730,4
A0013731,3
A0013732,2
