ITEMNUMBER,count
A0003344,95
A0003346,6
A0003348,9
A0003349,65
A0003350,28
A0003351,248
A0003352,3
A0003354,3
A0003356,8
A0003357,3
A0003358,18
A0003359,91
A0003360,84
A0003361,58
A0003362,230
A0003363,115
A0003364,122
A0003365,51
A0003366,24
A0003367,50
A0003368,49
A0003369,297
A0003380,86
A0003381,60
A0003382,22
A0003383,99
A0003384,77
A0003385,22
A0003386,22
A0003387,37
A0003388,32
A0003389,48
A0003390,128
A0003391,50
A0003392,227
A0003393,124
A0003394,114
A0003395,27
A0003396,26
A0003397,77
A0003398,75
A0003400,13
A0003401,36
A0003402,7
A0003403,6
A0003404,188
A0003405,1
A0003410,1
A0003412,1
A0003417,2
A0003419,3
A0003420,2
A0003421,1
A0003426,6
A0003427,28
A0003428,1
A0003429,2
A0003430,5
A0003431,1
A0003432,5
A0003433,5
A0003434,10
A0003435,4
A0003438,1
A0003439,6
A0003440,12
A0003441,18
A0003443,6
A0003444,24
A0003446,1
A0003447,136
A0003448,258
A0003449,386
A0003450,174
A0003451,125
A0003453,34
A0003454,44
A0003455,28
A0003456,22
A0003457,335
A0003458,419
A0003459,658
A0003460,660
A0003461,3
A0003462,56
A0003463,22
A0003464,7
A0003466,5
A0003467,5
A0003468,1
A0003469,5
A0003471,2
A0003475,18
A0003476,3
A0003477,4
A0003478,4
A0003480,397
A0003481,250
A0003482,98
A0003483,229
A0003484,404
A0003485,295
A0003486,89
A0003487,112
A0003488,260
A0003489,444
A0003491,46
A0003492,6
A0003493,49
A0003514,30
A0003515,1
A0003516,55
A0003517,44
A0003518,42
A0003519,215
A0003520,166
A0003521,242
A0003522,33
A0003523,40
A0003524,30
A0003525,47
A0003526,38
A0003527,77
A0003528,102
A0003529,107
A0003530,74
A0003531,6
A0003533,32
A0003534,290
A0003535,58
A0003536,248
A0003537,203
A0003538,263
A0003539,48
A0003540,42
A0003541,46
A0003543,15
A0003544,56
A0003545,88
A0003546,16
A0003548,45
A0003549,1
A0003551,7
A0003554,1
A0003555,2
A0003557,2
A0003563,1
A0003565,1
A0003570,4
A0003572,50
A0003573,67
A0003574,366
A0003575,235
A0003576,46
A0003577,59
A0003578,194
A0003579,120
A0003580,1
A0003581,27
A0003583,2
A0003585,1
A0003586,2
A0003594,1
A0003595,1
A0003599,2
A0003604,1
A0003605,1
A0003606,1
A0003607,5
A0003625,18
A0003626,6
A0003628,358
A0003629,366
A0003630,323
A0003631,334
A0003633,1
A0003634,20
A0003635,18
A0003637,464
A0003638,431
A0003639,654
A0003640,552
A0003641,282
A0003642,267
A0003643,239
A0003644,302
A0003645,438
A0003646,117
A0003648,13
A0003649,19
A0003650,4
A0003651,394
A0003652,280
A0003653,237
A0003654,108
A0003655,190
A0003656,174
A0003657,397
A0003658,271
A0003659,148
A0003660,137
A0003661,410
A0003662,89
A0003663,202
A0003664,893
A0003665,232
A0003666,131
A0003667,119
A0003668,485
A0003669,206
A0003670,91
A0003671,403
A0003672,209
A0003673,119
A0003676,546
A0003677,262
A0003678,345
A0003679,580
A0003680,772
A0003681,134
A0003682,113
A0003683,3
A0003684,696
A0003685,1210
A0003686,1
A0003688,296
A0003689,649
A0003690,317
A0003692,265
A0003693,6
A0003694,300
A0003695,4
A0003698,431
A0003699,595
A0003701,133
A0003702,1012
A0003703,348
A0003704,140
A0003705,935
A0003706,1216
A0003707,20
A0003708,35
A0003709,68
A0003711,59
A0003712,246
A0003713,250
A0003714,428
A0003715,9
A0003716,1
A0003717,1
A0003719,1
A0003720,4
A0003722,5
A0003723,18
A0003727,3
A0003728,34
A0003730,23
A0003731,5
A0003732,6
A0003740,320
A0003741,104
A0003744,15
A0003745,1
A0003749,9
A0003750,4
A0003752,6
A0003755,1
A0003758,4
A0003762,1
A0003764,1
A0003766,18
A0003768,3
A0003774,1
A0003777,3
A0003779,5
A0003780,28
A0003781,4
A0003782,21
A0003783,19
A0003784,2
A0003785,52
A0003786,2
A0003787,2
A0003791,1
A0003793,22
A0003794,8
A0003795,8
A0003796,7
A0003797,19
A0003798,32
A0003799,21
A0003800,22
A0003801,18
A0003802,39
A0003803,17
A0003804,8
A0003805,14
A0003806,52
A0003808,23
A0003809,27
A0003810,33
A0003811,31
A0003812,8
A0003815,31
A0003816,22
A0003817,10
A0003818,4
A0003823,2
A0003824,1
A0003826,2
A0003827,1
A0003828,1
A0003832,21
A0003833,1
A0003834,7
A0003837,1
A0003840,2
A0003841,5048
A0003842,311
A0003843,1
A0003844,10
A0003845,1
A0003846,5
A0003848,31
A0003849,32
A0003850,40
A0003851,36
A0003852,5
A0003856,1
A0003857,105
A0003859,1
A0003861,21328
A0003862,35
A0003863,1
A0003870,50
A0003877,1
A0003879,1
A0003880,2
A0003882,10
A0003887,37
A0003889,70
A0003890,18
A0003891,3
A0003892,26
A0003893,17
A0003894,26
A0003895,8
A0003896,5
A0003897,13
A0003898,13
A0003900,3
A0003901,1
A0003903,16
A0003904,16
A0003906,3
A0003907,8
A0003908,16
A0003909,9
A0003910,14
A0003911,2
A0003912,2
A0003913,48
A0003914,45
A0003916,1
A0003922,122
A0003925,2
A0003926,3841
A0003935,2
A0003938,133
A0003939,127
A0003945,1
A0003949,1
A0003952,1
A0003954,77
A0003955,16
A0003956,521
A0003957,531
A0003958,4
A0003959,1
A0003960,3
A0003961,4
A0003962,4
A0003967,1
A0003968,1
A0003969,2
A0003973,16
A0003976,812
A0003977,657
A0003978,651
A0003979,176
A0003980,147
A0003982,10
A0003983,1
A0003984,1
A0003985,15
A0003992,1
A0003993,1
A0003995,15
A0003996,10
A0003999,2
A0004002,2
A0004005,3
A0004006,9
A0004008,597
A0004009,7
A0004010,2
A0004011,8
A0004012,10
A0004013,1
A0004015,79
A0004016,83
A0004017,41
A0004019,56
A0004020,79
A0004021,71
A0004023,49
A0004024,78
A0004025,165
A0004026,267
A0004027,11
A0004029,6
A0004030,6
A0004031,39
A0004032,75
A0004033,336
A0004034,974
A0004035,35
A0004036,264
A0004037,1119
A0004038,1418
A0004039,279
A0004040,1736
A0004041,1340
A0004042,7
A0004043,2
A0004045,280
A0004046,139
A0004047,217
A0004049,401
A0004050,6
A0004051,4
A0004052,401
A0004053,307
A0004056,1469
A0004058,234
A0004059,617
A0004060,20
A0004061,788
A0004062,216
A0004063,2
A0004064,66
A0004066,60
A0004067,65
A0004068,125
A0004070,12
A0004072,5
A0004074,16
A0004075,1
A0004077,4
A0004080,4
A0004081,1
A0004082,1281
A0004083,274
A0004084,296
A0004085,2
A0004086,57
A0004087,17
A0004088,6
A0004092,2
A0004093,3
A0004094,183
A0004095,215
A0004096,201
A0004097,216
A0004098,746
A0004099,270
A0004100,66
A0004101,1
A0004102,6
A0004103,101
A0004104,108
A0004105,79
A0004106,15
A0004107,38
A0004108,112
A0004109,15
A0004110,70
A0004111,3
A0004112,1
A0004113,21
A0004114,2539
A0004115,1453
A0004116,782
A0004117,572
A0004118,164
A0004119,1452
A0004120,2
A0004122,30
A0004124,1
A0004130,1
A0004133,10
A0004134,3
A0004135,3
A0004136,1027
A0004137,563
A0004138,847
A0004139,346
A0004140,445
A0004141,207
A0004142,2
A0004147,8
A0004148,19
A0004149,2
A0004151,101
A0004152,215
A0004153,158
A0004156,9
A0004157,7
A0004158,1
A0004159,115
A0004160,83
A0004161,231
A0004164,85
A0004165,1
A0004170,21
A0004172,3
A0004173,4
A0004174,1
A0004175,1
A0004177,1
A0004180,8
A0004181,7
A0004184,1031
A0004185,2510
A0004186,737
A0004187,1274
A0004188,1636
A0004189,28
A0004190,1710
A0004191,2175
A0004192,714
A0004193,2508
A0004194,994
A0004195,1968
A0004196,1
A0004197,9
A0004198,4
A0004199,13
A0004200,14
A0004201,865
A0004203,404
A0004204,3268
A0004206,1414
A0004207,1705
A0004208,530
A0004209,575
A0004210,2
A0004213,810
A0004214,3
A0004217,5
A0004220,16
A0004221,28
A0004222,3
A0004224,627
A0004225,1575
A0004226,662
A0004227,260
A0004228,5
A0004231,1
A0004232,1
A0004235,1
A0004236,6
A0004240,15
A0004241,28
A0004242,18
A0004244,127
A0004245,96
A0004246,38
A0004247,1
A0004248,97
A0004249,145
A0004252,1
A0004256,6007
A0004259,3021
A0004260,2112
A0004261,1885
A0004262,279
A0004263,2885
A0004264,1
A0004265,516
A0004266,11
A0004267,77
A0004268,197
A0004269,98
A0004270,294
A0004271,308
A0004272,403
A0004273,201
A0004274,226
A0004277,567
A0004278,466
A0004279,181
A0004280,283
A0004281,5
A0004282,242
A0004283,681
A0004284,183
A0004285,268
A0004286,238
A0004287,755
A0004288,1
A0004290,2
A0004291,2
A0004294,385
A0004297,1167
A0004298,3061
A0004299,1885
A0004300,1519
A0004301,1567
A0004302,1228
A0004303,1269
A0004304,1154
A0004305,112
A0004306,377
A0004307,176
A0004308,311
A0004309,464
A0004310,247
A0004311,330
A0004312,151
A0004313,139
A0004314,148
A0004316,197
A0004318,109
A0004319,275
A0004320,224
A0004321,228
A0004322,202
A0004323,133
A0004325,152
A0004326,344
A0004327,1172
A0004328,422
A0004336,69
A0004337,95
A0004338,1
A0004339,6
A0004343,1
A0004344,3
A0004345,1
A0004347,1
A0004348,99
A0004349,123
A0004351,29
A0004352,19
A0004354,1
A0004355,1
A0004357,6
A0004358,4
A0004360,179
A0004361,125
A0004362,55
A0004363,175
A0004364,308
A0004365,320
A0004367,92
A0004368,198
A0004369,71
A0004370,208
A0004371,131
A0004372,95
A0004373,479
A0004374,1
A0004375,241
A0004376,229
A0004377,355
A0004378,301
A0004379,350
A0004380,291
A0004381,376
A0004382,161
A0004383,295
A0004384,432
A0004385,24
A0004386,38
A0004388,18
A0004389,232
A0004390,56
A0004391,88
A0004392,312
A0004393,557
A0004394,1
A0004396,1
A0004399,257
A0004400,643
A0004401,867
A0004402,2
A0004404,214
A0004405,129
A0004407,7
A0004408,12
A0004409,15
A0004412,4
A0004415,1
A0004416,41
A0004418,136
A0004419,493
A0004420,134
A0004421,359
A0004422,162
A0004423,319
A0004424,104
A0004425,142
A0004426,7
A0004427,13
A0004428,204
A0004429,254
A0004430,248
A0004431,246
A0004432,319
A0004433,179
A0004434,243
A0004435,222
A0004436,4
A0004437,166
A0004443,99
A0004444,5
A0004445,267
A0004446,364
A0004447,135
A0004449,1
A0004450,7
A0004451,41
A0004452,120
A0004453,254
A0004454,1125
A0004455,224
A0004456,53
A0004457,31
A0004458,1
A0004459,1
A0004460,1
A0004461,3
A0004462,1123
A0004463,192
A0004464,162
A0004465,9
A0004466,42
A0004467,12
A0004468,222
A0004469,3
A0004470,2
A0004471,1827
A0004472,1490
A0004473,279
A0004474,1042
A0004475,1625
A0004476,705
A0004477,963
A0004478,1109
A0004479,165
A0004480,664
A0004481,551
A0004482,131
A0004483,96
A0004484,104
A0004485,95
A0004486,318
A0004487,218
A0004488,168
A0004489,215
A0004490,1
A0004491,3
A0004494,111
A0004495,5
A0004496,2
A0004497,4
A0004501,2
A0004502,598
A0004503,1013
A0004504,337
A0004506,92
A0004507,76
A0004510,325
A0004511,35
A0004512,1069
A0004513,765
A0004514,179
A0004515,209
A0004516,356
A0004517,97
A0004518,211
A0004519,51
A0004520,141
A0004521,1
A0004522,60
A0004523,39
A0004524,40
A0004525,11
A0004526,14
A0004527,2
A0004529,1
A0004530,1
A0004531,2
A0004533,2
A0004536,1
A0004539,2
A0004540,6
A0004541,16
A0004542,1
A0004543,360
A0004544,260
A0004545,162
A0004546,825
A0004547,403
A0004548,238
A0004549,196
A0004550,96
A0004551,568
A0004552,223
A0004553,91
A0004554,50
A0004555,606
A0004556,213
A0004557,96
A0004558,35
A0004559,435
A0004560,179
A0004561,1
A0004562,20
A0004563,437
A0004564,534
A0004565,537
A0004566,179
A0004567,2
A0004568,882
A0004569,1134
A0004570,830
A0004571,684
A0004572,961
A0004573,828
A0004574,277
A0004575,391
A0004576,253
A0004577,449
A0004578,538
A0004579,538
A0004580,1169
A0004581,778
A0004582,301
A0004588,25
A0004589,72
A0004590,7
A0004591,7
A0004592,1
A0004593,1
A0004594,1
A0004601,2
A0004602,1
A0004604,1
A0004607,2
A0004613,3
A0004619,3
A0004620,1
A0004621,5
A0004622,3
A0004624,2
A0004628,1
A0004630,1
A0004634,1
A0004637,6
A0004638,1
A0004646,1
A0004649,2
A0004650,3
A0004652,1
A0004654,30
A0004657,1
A0004665,1
A0004667,1
A0004669,3
A0004672,1
A0004674,7
A0004682,1
A0004687,2
A0004690,1
A0004691,1
A0004693,3
A0004694,1
A0004701,8
A0004703,1
A0004707,95
A0004708,268
A0004709,153
A0004710,278
A0004711,290
A0004712,52
A0004713,11
A0004714,45
A0004715,58
A0004716,12
A0004717,15
A0004718,24
A0004719,5
A0004720,13
A0004721,16
A0004722,7
A0004723,1
A0004727,1
A0004728,3
A0004729,16
A0004735,5
A0004736,488
A0004737,137
A0004738,32
A0004739,46
A0004740,325
A0004741,1
A0004742,5
A0004743,1
A0004744,1
A0004750,90
A0004751,192
A0004755,1
A0004758,1
A0004759,3
A0004762,1
A0004765,1
A0004768,187
A0004769,124
A0004770,75
A0004771,61
A0004772,11
A0004774,44
A0004776,1
A0004777,1
A0004778,1
A0004779,1
A0004780,1
A0004781,1
A0004782,1
A0004783,1
A0004784,1
A0004785,2
A0004786,2
A0004787,1
A0004789,1
A0004790,1
A0004791,1
A0004793,1
A0004794,1
A0004795,1
A0004797,1
A0004798,1
A0004799,1
A0004800,1
A0004802,1
A0004803,1
A0004804,2
A0004805,1
A0004806,1
A0004807,1
A0004808,3
A0004809,1
A0004812,1
A0004813,1
A0004815,1
A0004822,1
A0004824,1
A0004825,1
A0004826,1
A0004827,1
A0004830,2
A0004838,1
A0004864,1
A0004865,2
A0004866,2
A0004867,2
A0004868,37
A0004869,66
A0004870,293
A0004871,452
A0004872,413
A0004878,1
A0004892,1
A0004896,2
A0004897,1
A0004899,1
A0004923,10
A0004928,1
A0004930,1
A0004931,144
A0004934,80
A0004935,50
A0004936,21
A0004937,177
A0004938,87
A0004939,18
A0004940,81
A0004941,263
A0004942,120
A0004943,787
A0004944,386
A0004945,2
A0004946,98
A0004947,44
A0004952,137
A0004953,98
A0004956,1
A0004959,1
A0004960,1
A0004965,1
A0004966,29487
A0004968,1
A0004971,2
A0004972,6
A0004973,102
A0004974,50
A0004975,2
A0004976,2
A0004978,1
A0004982,1
A0004984,2
A0004986,1
A0004988,482
A0004989,505
A0004990,6
A0004991,477
A0004994,2
A0004995,489
A0004996,1
A0004999,7
A0005001,3
A0005002,15
A0005004,58
A0005005,6
A0005006,9
A0005008,6
A0005010,24
A0005011,1
A0005012,2
A0005013,8
A0005014,4
A0005015,4556
A0005016,116
A0005017,539
A0005018,439
A0005019,529
A0005020,617
A0005021,213
A0005022,100
A0005023,28
A0005030,9
A0005031,88
A0005032,177
A0005033,48
A0005034,110
A0005035,52
A0005036,46
A0005037,73
A0005038,35
A0005039,87
A0005040,36
A0005041,184
A0005042,95
A0005043,1033
A0005044,921
A0005045,422
A0005046,520
A0005047,490
A0005048,387
A0005049,863
A0005050,643
A0005051,258
A0005052,612
A0005053,173
A0005054,226
A0005055,48
A0005056,133
A0005057,105
A0005058,190
A0005059,101
A0005060,8
A0005061,13
A0005062,23
A0005063,37
A0005064,35
A0005065,15
A0005066,19
A0005067,14
A0005068,9
A0005069,74
A0005070,58
A0005071,270
A0005072,194
A0005073,100
A0005074,62
A0005075,405
A0005076,316
A0005077,55
A0005078,29
A0005079,146
A0005080,114
A0005081,106
A0005082,66
A0005083,287
A0005084,176
A0005085,61
A0005086,25
A0005087,175
A0005088,43
A0005089,94
A0005090,48
A0005091,193
A0005092,93
A0005093,4
A0005094,39
A0005095,74
A0005096,16
A0005097,73
A0005098,35
A0005099,165
A0005100,54
A0005101,40
A0005102,19
A0005103,67
A0005104,68
A0005105,66
A0005106,71
A0005107,114
A0005108,141
A0005109,100
A0005110,42
A0005111,233
A0005112,189
A0005113,78
A0005114,44
A0005115,166
A0005116,169
A0005117,26
A0005118,15
A0005119,56
A0005120,47
A0005121,21
A0005123,14
A0005124,6
A0005125,13
A0005126,10
A0005127,5
A0005129,9
A0005130,5
A0005131,17
A0005132,40
A0005133,33
A0005134,63
A0005135,37
A0005136,40
A0005137,58
A0005138,62
A0005139,75
A0005140,125
A0005141,56
A0005142,4277
A0005143,4911
A0005144,1
A0005145,78
A0005146,64
A0005147,81
A0005148,23
A0005149,41
A0005150,708
A0005151,336
A0005152,177
A0005153,212
A0005156,536
A0005157,505
A0005158,123
A0005159,29
A0005160,385
A0005161,516
A0005162,138
A0005163,299
A0005164,246
A0005165,120
A0005166,274
A0005167,125
A0005168,30
A0005169,42
A0005170,38
A0005171,6
A0005172,2513
A0005173,1461
A0005174,998
A0005175,211
A0005176,3007
A0005177,355
A0005178,762
A0005179,999
A0005180,40
A0005181,3
A0005185,511
A0005186,249
A0005187,227
A0005188,305
A0005189,97
A0005190,616
A0005191,506
A0005192,846
A0005193,849
A0005194,130
A0005195,142
A0005196,251
A0005197,605
A0005198,894
A0005199,1167
A0005200,179
A0005201,1
A0005202,1087
A0005203,1925
A0005205,10
A0005206,16
A0005207,2
A0005208,2
A0005209,156
A0005210,42
A0005211,162
A0005212,69
A0005213,134
A0005214,83
A0005215,123
A0005216,98
A0005217,132
A0005218,82
A0005219,121
A0005220,138
A0005221,122
A0005222,104
A0005223,175
A0005224,171
A0005225,1
A0005226,185
A0005227,6
A0005228,10
A0005229,1158
A0005230,1052
A0005231,1269
A0005232,389
A0005233,67
A0005234,77
A0005235,123
A0005236,178
A0005237,377
A0005238,351
A0005239,498
A0005240,155
A0005241,3704
A0005242,2031
A0005243,3308
A0005244,1479
A0005245,5060
A0005246,47
A0005247,28
A0005248,35
A0005249,114
A0005250,36
A0005251,59
A0005252,10
A0005253,3
A0005254,30
A0005255,1
A0005257,16
A0005258,69
A0005259,42
A0005260,39
A0005261,20
A0005262,5
A0005264,2
A0005265,21
A0005266,1
A0005267,1
A0005271,2
A0005273,40
A0005277,14
A0005278,2443
A0005279,917
A0005280,13
A0005281,4495
A0005282,1657
A0005283,7185
A0005286,1
A0005287,31
A0005288,13
A0005289,21
A0005290,23
A0005291,32
A0005292,141
A0005293,176
A0005294,110
A0005295,78
A0005296,32
A0005297,26
A0005298,18
A0005299,11
A0005300,62
A0005301,326
A0005302,132
A0005303,64
A0005304,68
A0005305,41
A0005306,42
A0005307,131
A0005308,305
A0005309,218
A0005310,252
A0005311,14
A0005312,19
A0005313,17
A0005314,21
A0005315,260
A0005316,303
A0005317,218
A0005318,204
A0005319,148
A0005320,126
A0005321,18
A0005322,13
A0005323,15
A0005324,138
A0005325,21
A0005326,185
A0005327,46
A0005328,9
A0005329,8
A0005330,95
A0005331,35
A0005332,12
A0005333,18
A0005334,17
A0005335,6
A0005336,6
A0005337,480
A0005338,1
A0005339,1
A0005340,13
A0005341,2
A0005342,1
A0005343,1
A0005344,48
A0005345,55
A0005346,28
A0005347,29
A0005348,1
A0005350,1
A0005354,108
A0005355,117
A0005356,309
A0005357,357
A0005362,4
A0005365,1
A0005366,1064
A0005369,3
A0005370,14
A0005377,287
A0005378,502
A0005379,124
A0005380,191
A0005381,111
A0005382,95
A0005383,190
A0005384,518
A0005385,44
A0005386,81
A0005387,29
A0005388,63
A0005391,158
A0005392,1205
A0005393,443
A0005394,616
A0005395,627
A0005396,155
A0005397,402
A0005398,540
A0005401,4
A0005403,1
A0005407,1
A0005408,1029
A0005412,20
A0005413,44
A0005414,164
A0005415,390
A0005418,1
A0005424,1
A0005428,1
A0005429,1
A0005430,94
A0005431,70
A0005432,41
A0005433,2256
A0005434,2216
A0005435,319
A0005436,1
A0005438,3
A0005439,1
A0005442,2
A0005445,2373
A0005446,1
A0005449,1
A0005450,16
A0005454,1
A0005455,1
A0005458,4
A0005459,4
A0005460,22
A0005461,18
A0005462,24
A0005463,10
A0005465,1
A0005466,5
A0005468,1
A0005471,39
A0005472,5
A0005473,33
A0005474,12
A0005475,1
A0005476,1
A0005477,18
A0005478,3
A0005479,62
A0005480,26
A0005481,168
A0005482,1
A0005483,1
A0005485,54
A0005486,5
A0005487,29
A0005488,55
A0005489,5
A0005490,28
A0005491,31
A0005493,27
A0005494,29
A0005495,1
A0005496,18
A0005497,49
A0005498,1
A0005499,20
A0005500,25
A0005501,2
A0005502,16
A0005503,1
A0005506,5
A0005507,13
A0005509,2
A0005511,4
A0005514,3
A0005517,2
A0005520,1
A0005521,52
A0005523,12
A0005524,29
A0005525,6
A0005526,31
A0005528,5
A0005529,18
A0005531,17
A0005533,14
A0005544,25
A0005545,31
A0005546,23
A0005547,39
A0005548,28
A0005549,83
A0005552,2
A0005557,2
A0005559,1
A0005560,2
A0005562,4
A0005563,5
A0005564,1
A0005565,1
A0005566,3
A0005567,1
A0005568,9
A0005573,1
A0005574,3
A0005575,1
A0005577,1
A0005579,3
A0005580,4
A0005581,1
A0005584,2
A0005585,1
A0005586,2
A0005588,4
A0005592,1
A0005594,1
A0005596,3
A0005598,2
A0005599,1
A0005600,1
A0005601,3
A0005602,2
A0005604,1
A0005605,2
A0005606,7
A0005607,1
A0005609,2
A0005610,1
A0005611,4
A0005613,2
A0005614,539
A0005615,577
A0005616,802
A0005617,545
A0005618,545
A0005619,295
A0005620,17
A0005621,28
A0005622,22
A0005623,13
A0005624,10
A0005625,14
A0005626,21
A0005627,4
A0005628,1
A0005630,9
A0005631,2
A0005632,1
A0005634,4
A0005635,2
A0005637,1
A0005638,2
A0005641,1
A0005643,1
A0005645,2
A0005646,179
A0005647,130
A0005648,148
A0005650,2
A0005652,112
A0005653,117
A0005654,85
A0005655,244
A0005656,245
A0005657,279
A0005658,41
A0005659,28
A0005660,28
A0005664,27
A0005665,38
A0005667,38
A0005669,118
A0005670,130
A0005671,93
A0005672,17
A0005673,10
A0005674,3
A0005678,13
A0005679,4
A0005680,5
A0005681,12
A0005682,6
A0005683,40
A0005684,10
A0005685,12
A0005686,16
A0005690,7
A0005691,9
A0005692,4
A0005693,9
A0005694,18
A0005695,18
A0005696,103
A0005697,123
A0005698,135
A0005700,3
A0005702,72
A0005703,80
A0005704,98
A0005705,254
A0005706,268
A0005707,231
A0005708,91
A0005709,97
A0005710,138
A0005711,1
A0005712,2
A0005713,4
A0005714,26
A0005715,28
A0005716,25
A0005717,65
A0005718,94
A0005719,175
A0005720,682
A0005722,2
A0005724,19
A0005725,494
A0005726,509
A0005731,2
A0005732,37
A0005737,61
A0005742,1881
A0005743,536
A0005744,946
A0005745,1411
A0005746,1093
A0005747,1422
A0005748,1265
A0005749,1103
A0005750,2411
A0005751,1892
A0005752,878
A0005753,570
A0005754,1
A0005756,1
A0005762,1
A0005765,1
A0005766,2
A0005767,27
A0005768,1
A0005769,8
A0005781,99
A0005782,41
A0005783,101
A0005784,49
A0005785,140
A0005786,128
A0005787,38
A0005788,134
A0005789,54
A0005790,43
A0005791,80
A0005792,40
A0005793,34
A0005794,162
A0005796,1
A0005797,1
A0005800,36
A0005801,26
A0005803,38
A0005804,6
A0005805,32
A0005806,27
A0005807,53
A0005808,2
A0005809,1
A0005810,1
A0005812,5
A0005813,201
A0005814,5
A0005817,5
A0005818,1
A0005819,6
A0005821,1
A0005822,1
A0005824,2
A0005825,1
A0005826,3
A0005827,1
A0005829,2
A0005832,2
A0005834,2
A0005836,1
A0005837,5
A0005838,1
A0005839,1
A0005846,1
A0005855,1
A0005857,3
A0005859,1
A0005861,3
A0005862,5
A0005863,2
A0005864,3
A0005865,4
A0005868,1
A0005871,1
A0005881,19
A0005895,2
A0005897,715
A0005898,233
A0005899,737
A0005900,211
A0005901,444
A0005902,475
A0005903,279
A0005904,218
A0005905,148
A0005906,86
A0005907,185
A0005908,179
A0005909,165
A0005917,876
A0005918,1475
A0005919,1368
A0005920,24
A0005921,237
A0005926,183
A0005927,169
A0005928,274
A0005929,78
A0005932,2
A0005933,5
A0005934,4
A0005935,1
A0005941,1
A0005942,1
A0005943,3
A0005946,1
A0005952,1
A0005954,1
A0005956,1
A0005957,1
A0005958,7
A0005959,1
A0005961,1
A0005963,1
A0005964,2
A0005965,1
A0005967,1
A0005969,2
A0005970,1
A0005976,1
A0005978,1
A0005980,1
A0005985,1
A0005989,1
A0005990,1
A0005991,2
A0005992,2
A0005993,2
A0005994,1
A0005995,1
A0005996,2
A0005997,2
A0005998,1
A0005999,1
A0006000,1
A0006001,1
A0006005,2
A0006006,1
A0006007,1
A0006008,1
A0006009,951
A0006010,1514
A0006011,586
A0006012,274
A0006016,2
A0006020,9993
A0006021,185
A0006022,799
A0006023,1752
A0006024,6292
A0006025,184
A0006026,1
A0006030,1
A0006032,1
A0006035,13
A0006036,14
A0006037,50
A0006038,7
A0006039,225
A0006040,2
A0006045,637
A0006046,704
A0006047,271
A0006048,517
A0006049,1
A0006054,375
A0006056,837
A0006057,824
A0006058,1
A0006059,153
A0006060,215
A0006061,214
A0006062,245
A0006063,121
A0006064,6
A0006065,8
A0006068,90
A0006069,112
A0006070,230
A0006071,9
A0006075,4
A0006076,25
A0006078,1
A0006080,1
A0006083,4
A0006084,10
A0006089,2
A0006090,2
A0006091,1
A0006092,194
A0006093,253
A0006094,270
A0006095,492
A0006096,174
A0006097,56
A0006098,57
A0006099,37
A0006100,110
A0006102,234
A0006103,206
A0006106,1
A0006108,26
A0006109,18
A0006110,707
A0006111,1407
A0006112,401
A0006113,542
A0006114,806
A0006115,1109
A0006116,199
A0006118,70
A0006119,69
A0006120,352
A0006121,91
A0006122,42
A0006123,29
A0006125,3
A0006126,9
A0006127,3
A0006129,5
A0006130,7
A0006131,5
A0006132,1
A0006133,36
A0006148,1
A0006149,305
A0006150,479
A0006151,3
A0006155,23
A0006159,862
A0006160,560
A0006161,1035
A0006162,263
A0006163,615
A0006165,171
A0006166,87
A0006167,287
A0006169,2
A0006170,17
A0006171,65
A0006172,176
A0006174,11
A0006176,13
A0006177,15
A0006179,29
A0006180,48
A0006181,289
A0006182,399
A0006183,43
A0006184,60
A0006185,511
A0006187,350
A0006188,722
A0006189,94
A0006191,2398
A0006192,246
A0006193,958
A0006194,389
A0006195,4004
A0006196,1849
A0006197,998
A0006198,7
A0006199,2018
A0006200,1155
A0006201,5973
A0006202,11366
A0006203,8788
A0006204,1
A0006212,41
A0006213,92
A0006214,415
A0006215,255
A0006216,614
A0006217,474
A0006218,248
A0006257,2
A0006261,1
A0006263,11
A0006264,4
A0006265,30
A0006266,1098
A0006267,372
A0006268,1
A0006270,2
A0006271,84
A0006273,134
A0006274,78
A0006275,75
A0006276,60
A0006277,65
A0006278,153
A0006279,146
A0006280,88
A0006281,93
A0006282,465
A0006283,549
A0006286,11
A0006287,4249
A0006288,2
A0006297,1338
A0006298,1559
A0006299,3977
A0006300,2018
A0006301,1000
A0006302,3638
A0006303,1423
A0006304,143
A0006305,2015
A0006306,1361
A0006307,2095
A0006308,2126
A0006309,1159
A0006310,3
A0006311,3
A0006313,1
A0006320,22
A0006321,153
A0006322,180
A0006323,84
A0006324,63
A0006326,1
A0006329,1
A0006331,1
A0006333,4
A0006337,1
A0006344,1
A0006346,1
A0006347,6
A0006352,2
A0006353,2
A0006360,1
A0006361,3
A0006363,14
A0006367,1
A0006370,1492
A0006371,1077
A0006372,809
A0006373,814
A0006374,1233
A0006375,752
A0006376,609
A0006377,284
A0006378,2
A0006379,1
A0006380,14697
A0006384,66
A0006385,11
A0006386,62
A0006387,221
A0006388,130
A0006389,458
A0006390,213
A0006391,170
A0006393,10
A0006397,176
A0006398,115
A0006399,347
A0006400,141
A0006401,93
A0006402,39
A0006403,100
A0006404,250
A0006405,171
A0006408,579
A0006409,868
A0006412,39
A0006413,16
A0006414,34
A0006415,27
A0006416,77
A0006417,61
A0006418,154
A0006419,88
A0006420,40
A0006421,397
A0006422,228
